Latitude, Logitude ,code,name,address,mobile,email,,
26.7846,82.1449,171740,RAJE FILLING STATION,NAHAR  BAGH  FAIZABAD,9454909536,NA,,
26.5088,79.9124,205705,KESAN SEWA KENDRA ROORA,VILL  ROORA,9450743790,satishyadavjee1984gmail,,
28.6381,79.357,197728,DAYAL FILLING STATION (KSK),SHERGARH  BAREILLYBAREILLY,9359103724,nidithagarwalgmailcom,,
28.4611,79.5146,305604,PRABHU FILLING STATION,RITHORABAREILLY  PILIBHIT  ROADON  NH-74  RITHORA  BAREILLY,9415296367,ARMIANPRABHUGMAILCOM,,
30.3851812,78.4386532,292479,CHARDHAM FILLING STATION,VILLAGE-JAKH  ON  PURANI  TEHRI  MARGPARGANA-CHAMBATEHSIL-TE,9412937963,chardhamfillingstationgma,,
28.535,78.3095,155648,J P  FILLING STATION (REHRA),IOC  DEALER  REHRA  J  P  NAGARDISTRICT        J  P  NAGARUT,9487587840,bobbybobby21yahoocoin,,
29.152064,79.605288,267416,SANWARIYA FILLING STATION,INDIAN  OIL  PETROL  PUMPVILLAGE  UMEDPUR  NO    1SIDCUL  CH,9837886564,goyal0300gmailcom,,
22.5026,88.3313,138706,LILA SERVICE STATION,62BURO  SHIBTALA  MAIN  ROADKOLKATA-700038KOLKATA,9433112460,lilassgmailcom,,
27.9495,78.8847,177383,SHREE SURESH FILLING STATION,BUDAUN  ROAD  KACHLA,8193810601,hk6gmailcom,,
26.511812,85.514632,190939,SRI KRISHNA PETROLEUM,NAGMASITAMARHIBIHAR,9931880105,anjani6022gmailcom,,
26.031877,84.687763,255513,AHILYA PETROLIUM,KOLHUAN  BAZAR,8252277799,shashiranjan3655gmailc,,
22.4854838,86.7210851,271138,SHREE SHYAM FUEL CENTER,VILL    KANKRISOLDISTT  EAST  SINGHBHUMP  O    CHAKULIA,94,sklgmailcom,,
26.569124,84.178593,190920,RAJSAGAR AUTOMOBILES,PANCHDEORIGOPALGANJBIHAR,9431021967,rajsagarautomobilesgmailc,,
22.3253,70.8536,192355,KAILASH AUTO SERVICE,NAVAGAM    NH  -  8B  OPP  SAAT  HANUMAN  TEMPLEKUVADA  ROAD,9825226268,thumarkeyurgmailcom,,
22.24636,70.885416,292497,SHIVAM JEMIN PETROLEUM,S  NO  73  PVILL    KALIPATTa    Rajkot,9825046759,bhupatbodaryahoocom,,
20.671635,78.612946,286020,A   P BROTHERS PETROLEUM COMPA,SURVEY  NO31Village  Selukate,8007922939,apbros286020gmailcom,,
21.0741,80.6477,192300,CHATTISGARH PETROLEUM,VILL  RAMPUR  NH  6POST  CHICHOLADIST  RAJNANDGAON  (C  G),9430639564,cgpetraali87gmailcom,,
22.935941,76.058532,289349,RUKHMANI PETROLEUM,VILLAGE  -  SHANKARGARH  PH    NO  57SURVEY  NO    417  1  1,9424375555,rukhmanipetroleumgmailcom,,
11.272898,77.23384,271614,SHREE HARI TRADERS,INDIAN  OIL  DEALERS  F  NO  402  1AVALLIYAMPALAYAM  PIRIVU,9842755696,shreeharitraders123gmail,,
12.904084,77.746798,299120,DVR AND SONS,IOC  PETROL  PUMP  SY  NO  73  4VARTHUR-SARJAPUR  ROADVILL,9611999975,dvrdevaraj22gmailcom,,
18.4823,78.6979,259376,MAHALAKSHMI FILLING STATION(KS,KONARAOPET,9246987822,mahalakshmifillingstation,,
18.767,78.9135,259205,MARUTHI FILLING STATION,SY  NO  409      410LOCK  NO      T3-193    A-2-5DHARUR  VIL,9908033221,rameshtangellagmailcom,,
18.5638,78.9953,127594,JAYANTH FILLING STATIONGANGADH,INDIAN  OIL  DEALERS  GANGADHARA  MANDALANDHRA  PRADESH  Loc,885724270,jayanthfsioclgmailcom,,
20.0759,79.7031,192137,Ms  BALAJI PETROLEUM,AKAPUR-  SHINDEVAHI  ROAD    DIST    CHANDRAPUR,9823774012,0,,
25.373337,86.159485,207199,K D SINGH FUEL CENTRE,INDIAN  OIL  KISAN  SEVA  KENDRAAT  PO      MATIHANIBEGUSARA,9973138692,kdsinghfuelcantregmailcom,,
17.5559,78.4326,207328,SREE SIDDI VINAYAKA F S,SY  NO  221  GTK-13017BAHADURPALLY  VILLAGEANDHRA  PRADESH,9885630278,sreesiddhivinayakafsgmai,,
ADAMPUR.MANDI,29.4143,1738,204542,RAVINDER SODHI,9747700990,9896429299,,
AMBALA,30.3601,3699,102064,AJAY VERMA,9996399163,9996399163,,
28.701,77.2271,102106,VEER SERVICE STATION,majnu  ka  tila,9811080680,BIJLANIANILYAHOOCOM,,
ADAMPUR.MANDI,29.2835,4005,171259,NEELAM NARANG,9215711553,9215711553,,
30.2198,77.0277,264891,AMBE KISAN SEWA KENDRA,INDIAN  OIL  KSK  DEALERVILL    MAUJGARHON  MAUJGARH  BARARA,8571007401,ramanambe227gmailcom,,
28.7015,77.2902,106283,KANPUR DELHI GOODS CARRIER LTD,LONI  BORER  LOCK  ID  805LONI  ROAD  DELHI,9891238833,GAGANHLSGMAILCOM,,
.,30.1494,1960,180580,HR Agro MD,9416088337,9416088337,,
29.9068,77.1526,218659,SAIKRIPA OIL STATION,INDIAN  OIL  PETROL  PUMP  VILL    GARHI  BIRBAL,9896614868,drmaheshmehra21gmailcom,,
28.257,77.4587,102303,JAI KISSAN FILLING STATION,chhainsa,9818593000,viveksinghaljkgmailcom,,
29.8387,76.6661,220751,SAGWAL KISAN SEWA KENDRA,VILL  KOAL  DHERU  SANGROLI  ROAD  KOAL  KAITHAL,9996225372,sagwalksk72gmailcom,,
ADAMPUR.MANDI,29.806108,4044,269479,MR RAJESH KHURANIA,9812022308,9812022308,,
30.498971,77.200362,274361,MAHARSHI MARKANDEY INDIAN OIL,BETWEEN  DERA  TO  MANAKPUR,9215955555,mmindianoil2014gmailcom,,
32.690458,74.886024,218881,AMARJEET AUTO FUELS,CHANNI,9419252040,darashsspinerediffmailc,,
28.1021,77.4622,192866,BHAGAT FILLING STATION,rahimpur,8800000007,bhagatfstation2005gmail,,
28.605006,76.621324,277579,Rahul Filling Station,Talav,9315080088,rahulgmailcom,,
28.262967,77.287563,298524,HIGHWAY PETRONET,NH2  44-46  KM  STONE,9560060000,highwaypetronetgmailcom,,
29.342631,76.403067,272889,CHAUDHARY ISHWAR SINGH FLG STN,INDIAN  OIL  RETAIL  OUTLETVILLAGE  MANOHARPURTEHSIL  JINDDI,94,ankgmailcom,,
29.4131,76.67,187044,MUNJAL FILLING  STATION,SAFIDONSH-11  PANIPAT-JIND  RDDISTRICT  JIND  HARYANA,9896009162,munjal09162gmailcom,,
28.789629,75.534985,281233,GODARA FILLING STATION,INDIAN  OIL  RETAIL  OUTLETHISSAR-RAJGARH  ROADNH-65VILL-JHU,9813233874,gfsjhumpagmailcom,,
28.5358,76.2327,149841,KRISHNA FILLING STATION,mandoli,9813516753,kfsmandoligmailcom,,
29.3247,76.3514,102191,MAMAN RAM CHAND RAM,jind,9466629517,14llbabhishekgmailcom,,
24.2578,72.126,112084,VISHWAS PETROLEUM,MALGADH,9825535296,pravinvyas72gmailcom,,
30.735,76.1516,187347,ONKAR FILLING STATION,INDIAN  OIL  PETROL  PUMPVILL    DAHERUG  T  ROAD  NH-1,9447778877,yjiteshgmailcom,,
30.5649,76.726,111074,BANUR SERVICE STATION (MS),INDIAN  OIL  PETROL  PUMPRAJPURA  ZIRAKPUR  ROADBANUR  NH-64,9872426985,gaganbnryahoocoin,,
31.3725,76.0375,109560,MAHILPUR OIL STORE,MAHILPUR  OIL  STORE  MAHILPUR  HSP  CHD  HIGHWAY  DISTT-  H,9888859335,mahilpuroilstore123,,
31.3201,76.5456,256493,KAMAKSHA KISSAN SEWA KENDRA,VILLAGE      GHANGALPOST  OFFICE    MAHADEVTEH      SUNDERNA,9805570009,kamakshakskyahoocom,,
32.4322,76.0081,206125,HIMFED FILLING STATION-862,INDIAN  OIL  PETROL  PUMPADJACENT  HIMFED  GODOWN  CHAWARICH,9418066926,himfedchambagmailcom,,
30.200854,74.827758,268518,DHUNIKAY KISSAN SEWA KENDRA,INDIAN  OIL  PETROL  PUMPVIL    CHUGHE  KHURDChughe  Khurd,9385560000,dhunkayksk268518gmailcom,,
30.68633,74.75044,281045,CHOPRA KISSAN SEWA KENDRA,INDIAN  OIL  PETROL  PUMPZIRA  MOGA  ROADVIL    JHATRA  TEHS,9417165398,hopeanil67gmailcom,,
30.0086,75.3622,248366,MANJOT KISAN SEWA KENDER,KHOKHar  KALAN,9478046249,simer86kaurgmailcom,,
30.2463,75.2388,194830,SURINDER FILLING STATION,INDIAN  OIL  PETROL  PUMPVILL-RAMPURA  RAMPURA-MAUR  ROABATH,9876039888,surinderfillingstationgm,,
29.969,74.9442,210073,NARAIN FILLING STATION,INDIAN  OIL  PETROL  PUMPVILLAGE  BAGHABAGHA  RAMAN  ROAD,9417119671,narainfs210073gmailcom,,
30.546165,76.604652,269060,DHINDSA FILLING STATION,KOTLA  RAJPURA  PATIALA,9464988106,sukhwindersinghdhindsa9g,,
31.5499,75.2673,215143,GURU TEGBAHADUR F S- 535,INDIAN  OIL  PETROL  PUMPBABABAKALAAMRITSAR,9814607065,gtbfillingstationgmailc,,
30.8218,75.1841,109286,HIRA FILLING STATION,Kotkapura  Bypass,9814975817,hfsgtmogayahooin,,
30.9445,75.1633,202347,S P INDIAN OIL PETRO HUT,VILL-KARYAL  DHARAMKOT-KOT  ISE  KHAN  ROAD  DISTT-MOGA,9988969409,dixitnayyar91gmailcom,,
30.4374,76.0303,187493,SUPER FUEL CENTER,NABHA  ROAD  VPO  BAGRIAN,9815385811,pardeepshahi33gmailcom,,
27.6828,76.4341,258749,SHARMA FILLING STATION,CHATARPURAALWARDistt    Alwar,9461413500,sharmagyaniocgmailcom,,
26.983945,75.697169,285000,GWALYA BABA FILLING STATION,VILLAGE-MANSHARAMPURANIWARUJaipur  Rajasthan,982905032,gwalyababafillingstationg,,
27.414881,75.346486,265622,SHRI GANESH KISSAN SEWA KENDRA,DUKIA  ON  ALODA  ROADDISTRICT  SIKARSikar,9672794887,kumawatbaygmailcom,,
28.290021,75.480525,299209,JAKHORIYA FILLING STATION,VILLAGE-JAKHORA  ON  JAKHORA-MANDRELATEHSIL-CHIRAWAJhunjhunu,9829875425,sanjayjakhodiyagmailcom,,
26.7947,74.9591,251938,SHAKAMBHARI KSK,VILL    MARWA  ON  ROOPANGARHIOC  PETROL  PUMPDIST    JAIPUR,9829350516,shakambharikishansevagmai,,
27.2921,77.5307,178344,LAKSHYA INDIAN OIL STATION,INDIAN  OIL  PETROL  PUMPMATHURA  ROADDHORMUI  DISTT    BHAR,9983448800,178344iocgmailcom,,
29.9074,73.845,255768,SURJEETPAL AND SONS,4A  CHOTI  PADAMPUR  ROAD,7023554881,mrsshelleybansalgmailco,,
29.021557,73.068085,123297,GANGA OIL COMPANY,GHARSANA,8302283233,babbalbhatejasgngmailc,,
25.3056,74.5748,217800,GARIMA PETROLEUM,NEAR  KALAJI  PALACE  PANSAL,9414115231,garimapetrolieumgmailco,,
26.7425,82.6854,244505,KSK KHUTHAN,KHUTHAN,9451853652,sjaiprakash423gmailcom,,
26.3109,76.2169,256394,VAIBHAV KISAN SEVA KENDRA,INDIAN  OIL  DEALERVILLAGE    BONLI  BONLI-NEWAI  ROADTehsil,9414552215,saurabh505000yahoocom,,
26.9228,73.983,203745,MAHADEV FILLING STATION,BUTATIDIST    NAGAUR,9414118621,mahadevfillingbutatigmail,,
23.569552,74.159518,277653,OM SAI KRIPA PETROLPUMP,DUNGERPUR  ROAD  GARHI,9413015650,AATMARAMGMAIL,,
25.644058,81.320687,295261,SUVIDHA FILLING STATION,G  NO  578581582SAYARA  MITHEPURALLAHABAD-KANPUR  ROADSIRATH,9415310871,suvidhafillingaccgmailcom,,
27.2899,82.7534,221075,RAHUL AUTOMOBILES,MANBHARIYA(PARSA)BLOCK-KHUNIYAONTEHSIL-ITWA,9826155787,bnagraharirediffmailcom,,
27.3715,83.1242,186464,GAUTAM BUDDHA AUTO SERVICE,LUMBINI  -DUDHI  MARGSH-35  VILL  BIRDPURDIST    SIDHARTHNAG,9451086696,khetanpradeep7gmailcom,,
26.93670024,80.71319301,314285,SAHAJ KSK,VILLAGE  KASMANDI  KHURDMALIHABAD  LUCKNOW  ROADWITHIN  5  K,9794151575,vijitgupta1978gmailcom,,
26.168785,81.158363,292422,ABHAY DATA KISAN SEWA KENDRA,VILLAGE  -  MANHARUKATGHAR  ROAD  BLOCK-  SATAONDIST  RAEBAR,9452522056,dky3757gmailcom,,
26.4672,83.7451,267459,KISHAN SEWA KENDRA SINGHAI,SINGHAI  DEORIA,9452213618,NA,,
26.4355838,83.6047727,285022,YADURANI DEVI KSK,RUDRAPUR,9598200090,ABCDGMAILCOM,,
26.779552,83.402205,279743,LALI FUEL POINT,SHIVPUR  SHAHBAZGANJGORAKHPUR-  PIPRAICH  ROADTEHSIL-  SADAR,9795863247,kumaramrish186gmailcom,,
26.5591,83.7537,268495,KISAN SEWA KENDRA BARARI,VILL-  BARARITEHSIL-  DEORIADISTT-DEORIA,9415278274,shuklachandrketugmailcom,,
26.535615,83.4083028,305689,UMA SERVICE KISAN SEWA KENDRA,vill-ranipur  po-kauriram,9451215151,umaservicesyahoocom,,
26.341295,83.879666,283326,RAHMAN FILLING STATION,PURAINA  PARASIA  BHANDARI,8756466324,NA,,
26.777,81.8236,232123,RAJPUT ASSOCIATES PVT LTD,RAMNAGAR  DHARARA  NH28FAIZABAD,9670300000,ioc232123gmailcom,,
26.5731,84.0005,172823,K P AUTOMOBILES,BAGHUCHGHAT,9452357942,NA,,
26.904,83.8759,251826,SNEH AUTOMOBILES,PADRAUNA  RAMKOLA  ROADMEHDIGANJMehdiganj,9450472087,snehautomobilesgmailcom,,
25.68282,81.1066,308571,RELIABLE KISAN SEVA KENDRA,indian  oil  dampur  road  fatehpur,9839788383,reliablekskgmailcom,,
25.075537,82.952736,278118,KISAN SEWA KENDRA IMILIYA,IMILIYA  BABINA,7859838357,asifgmailcom,,
26.863459,84.005303,276293,KISAN SEWA KENDRA GULELHA,GULELHA,9839060102,NA,,
25.5415,81.2346,250082,KISAN SEWA KENDRA KARIKAN,INDIANOIL  DEALERVILL    KARIKANTEHSIL  DHATA,9793730928,anuragsingh17592gmailcom,,
25.462172,82.804419,282098,BELWA FUEL CENTER,GATA  NO    902VILL    BELWATEHSIL  PINDRA,9869513933,belwafuelcentregmailcom,,
26.186674,82.961074,248922,CHANDRAKALA FUELS,PLOT  NO  869MAUZA  BANKATPargan  kauriya,9450443170,chandrakala248922gmailcom,,
25.6061,79.604,186310,KISSAN FILLING STATION,SH-42  (RATH-HAMIRPUR  ROAD)KM  STONE-72  KUSMA  RATHDISTRIC,9415032436,maudahahighwaygmailcom,,
28.5751,79.6218,256420,JAI GURUDEV KISAN SEWA KENDRA,INDIAN  OIL  PETROL  PUMPVILLAGE  GANGAPURTEHSIL    NAWAB  G,9719405555,deepakguptablygmailcom,,
28.0585,80.0852,186513,JASWANT FILLING STATION (IBP),SH-25  POWAYAN  SHAHJAHANPURPOWAYAN  SHAHJAHNPURDISTRICT,8853490836,jkmall04gmailcom,,
28.2511,79.2092,230168,NAWADA KISAN SEWA KENDRA,INDIAN  OIL  DEALER  BILLAURIVILLAGE      BILLAURITEHSIL,9997796911,928ajayyadavgmailcom,,
28.4036,79.16,207184,RAJPUT KISAN SEWA KENDRA (KSK),GULADIA  GAURI  SHANKAR  BAREILLYTehsil-AonlaDistt  Bareilly,9412738706,rajputkishansewakendargma,,
27.7426,80.2836,186517,DALPREET FILLING STATION (IBP),CHAPARTALA  KHERIKM  ST  NO  367-368  NH-24  CHAPARTALALAKHI,9935173505,Dalpreet82gmailcom,,
26.4185,79.5614,277229,VEDANT FILLING STATION,INDIAN  OIL  DEALERPURVARAHATETAWAH  KANPUR  ROAD,9412187419,iocro277229gmailcom,,
27.7411,79.6545,246455,KANTI FILLING STATION,INDIAN  OIL  DEALER  SUJAWALPURVILL  SUJAWALPURTEHSIL      J,9443306666,kantifillingstation2011gm,,
27.0622,79.6483,190296,Talgram Filling Station,VILL        TALGRAMMOHALLA  JAI  NAGAR  POST  TALGRAMDISTRIC,9415472926,iocro190296gmailcom,,
.,29.9353339,4497,310969,THE COMMANDANT THE COMMANDANT,9411502865,9411502865,,
27.5403,77.7708,235360,VYAS INDIAN OIL,Mathura  Road  Raya,9917640589,vyasindianoilgmailcom,,
29.0845,78.4848,194034,HIGHWAY FILLING STATION,IOC  DEALER  POORANPUR  SIYANADISTT  BIJNOR  UP,9759680529,asimayub1983gmailcom,,
30.3157,78.0408,161146,SUPER SERVICE STATION,HARIDWAR  ROADNEAR  ROADWAYS  WORKSHOPDEHRADUN  UTRANCHAL,9481012818,sandeepmaheshwari68gmailc,,
29.8679,77.7907,161193,SAKSHI FILLING STATION,INDIAN  OIL  PETROL  PUMP  OPP    IQBALPUR  POLICE  CHAUKI,9719770230,sakshi2003gmailcom,,
30.4121,79.319,156474,PARVAT FILLING STATION,GOPESHWARDISTRIC  CHAMOLIUTTARANCHAL,9902902461,parvatfillinggopeshwargma,,
28.70929,78.487211,290900,KGN KISAN SEWA KENDRA,BLOCK  -  ASMOLIVILLAGE  -  MANOTATehsil  -  Sambal,9197199509,kgnkisansevakendragmailco,,
28.978638,78.87162,283933,SIDDHDEV KISSAN SEVA KENDRA,KHASRA  NO  483VILLAGE-  MAHESHPURTEHSIL  -  Moradabad,9719762167,siddhdevksk11gmailcom,,
28.2791,78.4296,180757,LALTESH FILLING STATION,IOC  RO  NH-93  BABRALA    BADAUNBABRALA  (BADAUN)DISTRICT,9760582500,lalteshtransportgmailco,,
27.9196815,78.1175174,276686,VASUNDHRA FILLING STATION,PLOT  NO  167ON  ALIGARH  AUTROLI  ROADVillage-Talashpur  Ka,9837053001,vasundhrafillingstational,,
23.4728,87.7522,190568,JAMUNA AUTO SERVICE,BURDWAN-SEWRI  RDSHIBDAH  GUSHKARABURDWANWEST  BENGAL,9216823700,jamunagskgmailcom,,
23.6743,87.2102,192728,CHHORA SERVICE STATION  ODR,CHORA  PO    BAHULA  PS      ANDALDIST      BURDWAN  PIN,9434035883,kameshwarsingh241gmailcom,,
25.0147,88.1029,209191,MAA LAKSHMI FUEL STATION,BAGHBARI  L  NO  12011  93429MALDA  MANIKCHAWK  ROADDIST,8759435552,r209191yahoocom,,
26.8693,88.7347,140227,STAR SERVICE STATION,RTKM  168  KMS  PO    MAL  PHONE  NO  55061  55261DT    JALP,9434055061,jrmplslggmailcom,,
25.2002,88.1857,140273,BARIND OIL DISTRIBUTORS,GAZOLMALDA  -RTKM-52KM      LOCK  NO  21028LOCK  NO  21028,9434051717,bod247gmailcom,,
25.6229,88.3452,280397,ARCHANA PETROLEUM,SAMABAYA  ROAD  PS    KALIAGANJPO    DANKOIL  HATDIST    UTT,9431613504,Ravibablugmailcom,,
26.8813,88.8051,140118,CHALSA HIGHWAY SERVICE,CHALSAPO    CHALSADT    JALPAIGURI  (WB),9474846661,chalsahighwayservicegmail,,
20.0594,86.0872,191122,SHREE JAGANNATH FILLING STATIO,CHRI  CHAKCUTTACKORISSA,9437736986,jagannathfillingstation42,,
20.169902,85.272728,295702,KUNJABIHARI FILLING STATION,AT  PO  PS-  BOLGARHDIST-  KHURDAODISHA-752066,9437207509,kunjabihariioclgmailco,,
20.6375,86.1965,194085,PRADHAN FILLING STATION,MUKUNDPURJAJPURORISSA,9437029915,sourav29915gmailcom,,
ANANDAPUR,21.579824,2470,274593,Jay Prakash Saha,9238363566,9238363566,,
20.303818,86.369354,270327,SRIMADA SARATHI KSK,AT-INDARPAPO-MANIJANGAPO-TIRTOLDist-Jagatsinghpur,9937778097,TanmayaKumarPradhan7gmail,,
19.221304,82.532413,267509,MODI FUELS (KSK),AT-  HIRLI  DONGRIPO  DIST-  NABRANGPURODISHA  PIN-  764059,9437275055,mfindianoilgmailcom,,
20.862049,83.510753,270594,MITTAL FILLING STATION,AT  PO-LOISINGHA  DIST-BOLANGIR,8895965811,rohitbulu10gmailcom,,
25.765553,85.076549,169088,KEDARNATH PETROLEUM,DISTRICT  -SARAN,7903107859,kedarnathpetroleumgmail,,
23.57,86.35,300624,LIMRA FUELS K S K,MAUZA  CHANDANKIYARI  KHATA,9472367605,limrafuelcky2017gmailco,,
25.655358,85.833765,287944,VIJAYWANT AND SONS,DALSINGHSARAI,9931470623,jayantchaudhary42gmailc,,
26.169314,87.41963,269446,ARARIA FUEL CENTRE,INDIAN  OIL  RETAIL  OUTLETHADIYAARARIA  TOLL  PLAZA,9934966979,tariquerezamswgmailcom,,
25.894953,84.512482,216266,JAI BAJRANG KISAN SEWA KENDRA,VILL      PO    TAJPURPS    MANJHIDIST    SARAN,9471419755,kumarsinghajay065gmailcom,,
23.162272,72.554653,287189,KHORAJ PETROLEUM,KHORAJ,9824022348,khorajpetroleum104gmail,,
23.022,72.6185,112452,VIJAY PETROLEUM (RAKHIAL),INDIAN  OIL  DEALERRAKHIAL  ROAD  AHMEDABADDIST  AHMEDABAD,9879604111,skenterprise9797gmailcom,,
23.8482,72.1056,262329,DHARTI PETROLEUM,PATAN  -  ANAVADA  ROADVILLAGE      BAKRATPURTAL      DIST,9825016613,dpp262329gmailcom,,
22.837111,73.33866,282752,NISHAT PETROLEUM,SONIPUR,9898845184,abcgmailcom,,
22.935914,73.243417,298419,SANTRAM FUEL POINT,KHAD  GODHRA,9327172690,birenrathod02gmailcom,,
23.0839,71.873,203530,UMIYA PETROLEUM,MOTI  MAJETHI,9978428381,jayeshrana111gmailcom,,
21.160082,72.771349,287712,shree ram petroleum,surat  piplod,9099017699,shreerampetroleum9339gma,,
21.1994,72.8055,192390,PARUL AUTOMOBILES,Sugam  Society,9228401971,parulauto2000gmailcom,,
21.9786,70.7943,259100,M S SHREERAM PET(ADHOC)GONDAL,INDIAN  OIL  DEALERTALUKA  GONDALDistt  RAJKOT,9825079921,shriyushgmailcom,,
21.0283,71.4517,263888,PRAGATI PETROLEUM KSK,RAJULA,9714580999,abcgmailcom,,
21.2203,72.8729,524853,SHRI SAIBABA PETROLEUM  MAGDAL,BEHIND  CITY  PLUS  CINEMA  MAGDALLAMAGDALLA    DIST    SURA,9824194917,saibabapet123gmailcom,,
21.682918,69.7427,112791,M H WADIA(PETROLEUM),NH8B  RANAVAVIndian  Oil  DealerDistrict  Porbandar,9428087921,mhwadiagmailcom,,
20.864464,73.090877,276652,PRABHU VINAYAK PETROLEUM,INDIAN  OIL  DEALERSURVEY  NO  1404  VILL    GANDEVATal    G,9712965402,desainisithyahoocom,,
20.130079,74.232785,297254,VEFCO,GAT  NO  90  1VILL  LASALGAONLASALGAON  VINCHUR  ROAD(SH-7)L,9960050777,vefcohorediffcom,,
20.7487,78.6058,126246,PETROLEUM AGENCIES,NAGPUR  ROAD  WARDHA,9373374333,petroleumagenciesgmailc,,
21.366921,79.20123,282749,RAGHUVIR FUELS,PARESONI  ROAD  NAYAKUND,0,raghuvirfuelsgmailcom,,
18.027025,75.518443,272226,SAIRAM PETROLEUM,VILLAGE  MADHATALUKA  MADHADIST  SOLAPUR,218324600,lunawatabhijit086gmailcom,,
16.485364,74.152814,272271,SHRI DATTA PETROCHEM,Kasba  Walwa,9420129112,dattapetrochemgmailcom,,
26.897307,79.980286,277451,KISAN SEWA KENDRA MAKANPUR,VILLAGE-  MAKANPURBLOCK-  BILHAURTehsil-  Bilhaur,9450693501,aseerjafrigmailcom,,
23.5622,83.5183,271754,SHRI YADAV FUELS,INDIAN  OIL  DEALERVILL  PALIDIHTAH  PATHALGAON,9425252886,yadavtkrediffmailcom,,
21.609426,83.265112,217921,YASHDEV KISAN SEVA KENDRA,VILL-DABHARA  TEH-  SARANGARGHRAIGARH,9424185705,jagdishpd05gmailcom,,
21.64,82.21,277188,DURGA PETROLEUM KSK,INDIAN  OIL  DEALERVILL  PANGAONTAH  BALODA  BAZAR,9977733333,lalitsonibbgmailcom,,
22.696967,79.687973,277490,B D PETROLEUM,INDIAN  OIL  DEALERVILLAGE    MAKARJHIRTehsil  Lakhnadon  Di,9425446031,bdperoleumgmailcom,,
22.598656,79.796265,283337,ANSHUBABA PETROLEUM,INDIAN  OIL  DEALERVILLAGE    KHAMARIA  (KAHANI)Dist    Seon,9424939794,anshubabagmailcom,,
24.334578,81.002997,289905,MAHADEV FILLING STATION,PLOT  NO-169  2      171  1  2VILLAGE-  KAKRATeshil-  Amarpa,9685703952,ashishpatel265032gmailcom,,
25.359202,82.853293,289911,PUROSHOTTAM FILLING STATION,ARAZI  NO    297  SAVILLAGE  -  JALALPURTEHSIL  -  SADAR,9415262679,purusottamenterprisesvnsg,,
22.687418,75.898773,292342,Surya Petrol Pump,Palda,9977221899,RAVITHESUN999GMAILCOM,,
23.699918,79.543842,271751,Abhana Petrol Pump,IOCL  DEALERS  ABHANA  VILLAGE  JBP  DAMOH  ROAD  DIST-DAMOH,9425455525,shelendrajaingmailcom,,
23.1026,74.8709,211128,GURUDEV KISAN SEWA KENDRA,VILLAGE  KARWADBAMNIA  PETLAWAD  ROADDIST    JHABUA  MP,9981959303,ashu53agrawalgmailcom,,
24.851918,74.934917,292458,CHARBUJA KISAN SEWA KENDRA,VILLAGE-JAAT  SURVEY  NO  756  2      757(P  H  NO-28  TEHSI,9407412037,rahulbohra17595gmailcom,,
23.86,74.9539,203718,PRIYANSHI KISAN SEWA KENDRA,VILL-BANIPHANTA  DALUDA-BHAVGARH  RDTEHSIL,9425105431,priyanshikisansevakendra,,
21.9877765,85.4219,296199,BANSPANI FILLING STATION,AT  PO-  BANSPANIPS-JODADIST-KEONJHAR  ODISHA,9583851504,banspanifillingioclgmailc,,
10.833217,77.193405,193795,193795 -SENCHERI MALAYADIPALAY,SERVICE  CO-OP  SOCIETY  LTDK14343I-13MALAYADIPALAYAM  POCBE,9487768016,sfscs2010gmailcom,,
9.751,77.8892,287331,INDRA AGENCY,INDIAN  OIL  DEALERST    KUNNATHUR  (NH-208)MADURAI  DISTRIC,9865421680,nsvvkvgmailcom,,
12.003842,79.757225,250605,RSPK AGENCIES LK-05483,KEEZHA  AGRAHARAM  TIN  NO  34810014907ABHISHEKAPAKKAM  MAIN,9361002599,sendilrspkgmailcom,,
11.240785,78.165959,187787,VEESUMANI TRANSPORTS,130  -  A  SALEM  ROADNAMAKKAL  -637001,9787731238,veesumanitransportsgmailc,,
10.45657275,79.12691637,269786,PKN PETROLEUM AGENCIES,KARAMBAGUDISY  NO  166  3CKARAMBAGUDI  TO  PUDUKOTTAI  ROAD,9442200371,shyamoonpksgmailcom,,
10.0115,76.3227,140908,TRINITY FUELS,CHEMBUMUKKU,9446409436,ABCDABCDCOM,,
10.3573299,76.2619791,273996,MADHAVAM PETRO PARK,INDIAN  OIL  DEALER  MURIYAD,894335161,kasudhakaranyahoocom,,
11.243,76.093,289966,SV PETROLEUM,Othayi,9645603012,RANJINIKM,,
12.3393,75.1061,124963,DEV FUELS,KANHANGAD,9895422226,mavungalagencygmailcom,,
9.08772,76.5485,198839,SAFRA FUELS,THAZAVA,9539393918,safragmailcom,,
12.2579,75.1175,135023,ENECH FUELS,INDIAN  OIL  DEALEROPP    AG  COLLEGE  PADANAKKADKASARGOD  D,9847483955,enechfuelspkdgmailcom,,
10.777,75.938,299051,BENZY FUEL,PONNANI  BYPASS,9821655556,benzyfuelgmailcom,,
11.9217,75.3341,194323,SIGNET FUELS,INDIAN  OIL  DEALER  AZHIKODE,9895900900,signetfuelsgmailcom,,
13.0676,77.0675,275281,LAGHUMAMMA AGENCY,MANDUR,9845668023,maruthimandur24gmailcom,,
16.184417,74.945784,282742,SHRI MUTTESHWAR KSK,IOCL  DEALERS  UDGATTI  VILLAGE  GOKAK  TALUK  DIST    BELGA,9972619241,shrimutteshwarkskgmailc,,
